label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.739258,9,1030,172,1080,208,[0.99],"[1012, 1018, 1024, 1030, 1036, 1042, 1047, 1053, 1060, 1066, 1070, 1076, 1082, 1088, 1094]",165.0
minim,0.850586,9,1027,210,1084,230,"[['9', 0.9999976], ['10', 1.4800315e-06], ['8', 8.9071233e-07]]","[1012, 1018, 1024, 1030, 1036, 1042, 1047, 1053, 1060, 1066, 1072, 1078, 1084, 1090, 1096]",162.0
semibreve,0.851074,6,1030,231,1067,252,"[['6', 0.99992836], ['7', 7.161106e-05], ['2', 3.7401908e-11]]","[1011, 1017, 1023, 1029, 1036, 1042, 1047, 1053, 1059, 1065, 1072, 1078, 1084, 1090, 1096]",171.0
minim,0.865723,7,1015,250,1073,270,"[['7', 1.0], ['8', 6.947437e-09], ['6', 4.5303823e-09]]","[1011, 1017, 1023, 1029, 1035, 1041, 1047, 1053, 1059, 1065, 1071, 1077, 1083, 1089, 1095]",162.0
breve,0.861816,5,1030,272,1063,298,"[['5', 0.5824043], ['6', 0.4175957], ['7', 5.790593e-12]]","[1010, 1016, 1022, 1028, 1035, 1041, 1047, 1053, 1058, 1064, 1071, 1077, 1083, 1089, 1095]",178.0
minim rest,0.789551,,1016,300,1086,313,[],"[1010, 1016, 1022, 1028, 1034, 1040, 1046, 1052, 1058, 1064, 1071, 1077, 1083, 1089, 1095]",140.0
minim,0.830078,6,1010,318,1065,338,"[['6', 0.9998704], ['7', 0.00012944343], ['12', 1.3038633e-07]]","[1009, 1015, 1021, 1027, 1034, 1040, 1046, 1052, 1058, 1064, 1071, 1077, 1083, 1089, 1095]",154.0
minim,0.852051,8,1019,337,1076,356,"[['8', 0.9999993], ['3', 7.3573824e-07], ['7', 1.8018754e-08]]","[1009, 1015, 1021, 1027, 1034, 1040, 1046, 1052, 1058, 1064, 1071, 1077, 1083, 1089, 1095]",153.0
semibreve,0.842285,6,1027,355,1063,376,"[['6', 0.9999982], ['7', 1.7761237e-06], ['5', 4.1810836e-08]]","[1010, 1016, 1022, 1028, 1034, 1040, 1047, 1053, 1058, 1064, 1071, 1077, 1083, 1089, 1095]",162.0
semiminim,0.856934,7,1012,377,1071,396,"[['7', 0.59938365], ['3', 0.24786775], ['2', 0.14384569]]","[1008, 1014, 1020, 1026, 1033, 1039, 1045, 1051, 1057, 1063, 1069, 1075, 1081, 1087, 1093]",158.0
semiminim,0.85498,8,1016,397,1075,415,"[['8', 1.0], ['7', 1.1715469e-08], ['9', 7.78171e-09]]","[1008, 1014, 1020, 1026, 1033, 1039, 1045, 1051, 1056, 1062, 1069, 1075, 1081, 1087, 1093]",145.0
semibreve,0.860352,9,1044,416,1083,438,"[['9', 0.99999523], ['10', 4.7163658e-06], ['13', 3.3992353e-10]]","[1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1069, 1075, 1081, 1087, 1093]",165.0
minim,0.832031,10,1028,444,1087,464,"[['10', 1.0], ['11', 6.4536945e-11], ['9', 5.318982e-11]]","[1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1069, 1075, 1081, 1087, 1093]",153.0
point,0.794434,,1057,458,1078,474,[],"[1007, 1013, 1019, 1025, 1032, 1038, 1044, 1050, 1056, 1062, 1068, 1074, 1080, 1086, 1092]",151.0
semiminim,0.840332,9,1025,474,1081,493,"[['9', 0.99999833], ['10', 9.998274e-07], ['8', 6.599349e-07]]","[1007, 1013, 1019, 1025, 1032, 1038, 1044, 1050, 1056, 1062, 1068, 1074, 1080, 1086, 1092]",141.0
semibreve,0.865234,8,1037,494,1075,515,"[['8', 1.0], ['7', 3.2106706e-10], ['9', 1.055452e-10]]","[1007, 1013, 1019, 1025, 1032, 1038, 1044, 1050, 1055, 1061, 1068, 1074, 1080, 1086, 1092]",158.0
semibreve,0.867676,8,1036,513,1074,534,"[['8', 1.0], ['7', 1.0969988e-09], ['4', 3.1748496e-11]]","[1007, 1013, 1019, 1025, 1031, 1037, 1043, 1049, 1055, 1061, 1068, 1074, 1080, 1086, 1092]",151.0
