label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.827637,5,946,143,1007,163,[0.99],"[941, 946, 952, 957, 963, 968, 977, 982, 985, 990, 996, 1001, 1006, 1012, 1017]",155.0
flat,0.721191,7,947,159,990,174,"[['7', 0.9998287], ['4', 8.652044e-05], ['3', 7.011766e-05]]","[944, 949, 955, 960, 966, 971, 976, 981, 988, 993, 998, 1003, 1008, 1014, 1019]",155.0
longa rest,0.696777,,954,174,1015,186,[],"[946, 951, 957, 962, 969, 974, 979, 984, 991, 996, 1001, 1006, 1011, 1017, 1022]",163.0
minim rest,0.758301,,955,182,1016,193,[],"[947, 952, 958, 963, 970, 975, 980, 985, 992, 997, 1002, 1007, 1012, 1018, 1023]",174.0
semibreve,0.862305,5,957,193,996,215,"[['5', 0.9983285], ['6', 0.0010051777], ['9', 0.00054689567]]","[948, 953, 959, 964, 971, 976, 982, 987, 993, 998, 1003, 1008, 1013, 1019, 1024]",152.0
minim,0.717285,7,966,218,1027,238,"[['7', 0.8782242], ['6', 0.12156797], ['13', 0.0001456271]]","[951, 956, 962, 967, 974, 979, 985, 990, 996, 1001, 1006, 1011, 1016, 1022, 1027]",152.0
semibreve,0.555176,3,950,240,989,262,"[['3', 0.99820626], ['4', 0.0017927266], ['0', 6.3066096e-07]]","[953, 958, 964, 969, 976, 981, 987, 992, 998, 1003, 1008, 1013, 1018, 1024, 1029]",148.0
point,0.828125,,953,253,974,269,[],"[953, 958, 964, 969, 976, 981, 987, 992, 999, 1004, 1009, 1014, 1019, 1025, 1030]",150.0
point,0.828125,,953,253,974,269,[],"[953, 958, 964, 969, 976, 981, 988, 993, 999, 1004, 1009, 1014, 1019, 1025, 1030]",150.0
minim,0.856934,4,958,269,1022,291,"[['4', 1.0], ['5', 7.968679e-09], ['3', 2.060733e-09]]","[954, 959, 965, 970, 977, 982, 989, 994, 1000, 1005, 1010, 1015, 1020, 1026, 1031]",153.0
minim,0.850586,5,965,293,1026,314,"[['5', 0.99995613], ['11', 4.3894823e-05], ['12', 1.5993702e-08]]","[955, 960, 966, 971, 978, 983, 989, 994, 1000, 1005, 1011, 1016, 1021, 1027, 1032]",155.0
minim,0.838867,6,970,318,1027,338,"[['6', 0.999461], ['7', 0.0005381824], ['12', 6.7949946e-07]]","[955, 960, 966, 971, 978, 983, 990, 995, 1001, 1006, 1011, 1016, 1021, 1027, 1032]",154.0
semibreve,0.845215,7,977,337,1016,361,"[['7', 1.0], ['8', 4.6713332e-08], ['3', 9.742846e-11]]","[956, 961, 967, 972, 979, 984, 990, 995, 1001, 1006, 1012, 1017, 1022, 1028, 1033]",152.0
minim,0.864746,8,959,360,1020,381,"[['8', 0.9999473], ['9', 3.813818e-05], ['7', 1.1515223e-05]]","[956, 961, 967, 972, 979, 984, 990, 995, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",151.0
semibreve,0.864258,8,981,383,1021,405,"[['8', 1.0], ['9', 2.4640376e-09], ['1', 2.7892112e-11]]","[957, 962, 968, 973, 979, 984, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",154.0
minim,0.839355,9,964,404,1026,425,"[['9', 0.99997747], ['3', 1.7195482e-05], ['2', 3.3879583e-06]]","[957, 962, 968, 973, 980, 985, 990, 995, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",159.0
semibreve,0.866211,7,969,427,1009,450,"[['7', 0.9926616], ['6', 0.006862703], ['0', 0.0004739643]]","[957, 962, 968, 973, 980, 985, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",159.0
semibreve,0.874023,7,974,449,1017,473,"[['7', 0.97925866], ['8', 0.020741286], ['1', 7.546195e-09]]","[957, 962, 968, 973, 980, 985, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",157.0
semibreve,0.87207,9,980,474,1020,499,"[['9', 0.9822879], ['8', 0.017708596], ['4', 2.4697938e-06]]","[956, 961, 967, 972, 980, 985, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",162.0
semibreve,0.819336,12,1002,501,1042,525,"[['12', 0.9979658], ['13', 0.0020282464], ['11', 3.201568e-06]]","[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",162.0
longa rest,0.731934,,962,519,1027,531,[],"[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",159.0
minim rest,0.625,,966,529,1027,542,[],"[956, 961, 967, 972, 979, 984, 990, 995, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",162.0
semibreve,0.844727,5,965,539,1004,559,"[['5', 1.0], ['6', 6.9824684e-09], ['4', 1.8786901e-12]]","[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",151.0
minim,0.866211,6,972,558,1030,576,"[['6', 0.99998915], ['7', 1.0753274e-05], ['12', 5.8921504e-08]]","[956, 961, 967, 972, 979, 984, 990, 995, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",157.0
minim,0.799316,5,968,579,1026,597,"[['5', 0.9999981], ['6', 1.7870688e-06], ['11', 1.7762547e-07]]","[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",150.0
minim,0.738281,13,970,598,1039,616,"[['13', 0.9997553], ['12', 0.0002437099], ['7', 7.6936806e-07]]","[957, 962, 968, 973, 980, 985, 992, 997, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",160.0
semibreve,0.857422,8,984,616,1019,636,"[['8', 1.0], ['9', 2.375253e-09], ['7', 6.624228e-11]]","[957, 962, 968, 973, 980, 985, 991, 996, 1000, 1005, 1013, 1018, 1023, 1029, 1034]",148.0
minim,0.818848,13,981,637,1039,656,"[['13', 0.6281527], ['12', 0.33096266], ['4', 0.033052497]]","[957, 962, 968, 973, 980, 985, 992, 997, 1003, 1008, 1013, 1018, 1023, 1029, 1034]",150.0
minim,0.832031,8,962,656,1020,676,"[['8', 0.9999957], ['7', 2.9226956e-06], ['9', 1.3038881e-06]]","[958, 963, 969, 974, 981, 986, 992, 997, 1003, 1008, 1013, 1018, 1023, 1029, 1034]",148.0
semibreve,0.84375,12,1006,671,1042,694,"[['12', 0.9992987], ['11', 0.00058878824], ['13', 0.00011249085]]","[958, 963, 969, 974, 981, 986, 993, 998, 1004, 1009, 1014, 1019, 1024, 1030, 1035]",154.0
breve,0.363525,9,989,692,1014,707,"[['9', 0.9903205], ['8', 0.009679436], ['7', 4.7004574e-11]]","[959, 964, 970, 975, 981, 986, 993, 998, 1004, 1009, 1014, 1019, 1024, 1030, 1035]",148.0
fermata,0.106079,,965,692,1005,713,[],"[959, 964, 970, 975, 981, 986, 993, 998, 1004, 1009, 1014, 1019, 1024, 1030, 1035]",155.0
g clef,0.144043,9,965,692,1012,714,[1.0],"[959, 964, 970, 975, 981, 986, 992, 997, 1004, 1009, 1014, 1019, 1024, 1030, 1035]",150.0
