label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.793457,11,281,112,340,135,[0.99],"[256, 262, 269, 275, 282, 288, 295, 301, 310, 316, 320, 326, 332, 339, 345]",157.0
minim,0.858398,8,267,137,328,157,"[['8', 1.0], ['7', 1.5584302e-09], ['3', 1.03611224e-10]]","[257, 263, 270, 276, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",149.0
minim,0.841309,9,270,156,332,176,"[['9', 0.9999962], ['8', 3.8585486e-06], ['10', 5.2938667e-09]]","[257, 263, 270, 276, 283, 289, 295, 301, 308, 314, 321, 327, 333, 340, 346]",148.0
minim,0.835449,8,267,177,324,195,"[['8', 1.0], ['7', 6.330973e-10], ['9', 1.952592e-10]]","[257, 263, 270, 276, 283, 289, 296, 302, 308, 314, 320, 326, 332, 339, 345]",144.0
point,0.760254,,297,189,315,202,[],"[257, 263, 270, 276, 283, 289, 296, 302, 307, 313, 320, 326, 332, 339, 345]",134.0
semiminim,0.853027,9,271,199,332,216,"[['9', 1.0], ['8', 2.5002926e-09], ['10', 7.142857e-10]]","[258, 264, 271, 277, 283, 289, 296, 302, 307, 313, 320, 326, 332, 339, 345]",133.0
minim,0.832031,10,276,215,337,235,"[['10', 0.9999999], ['9', 6.304276e-08], ['11', 1.5611366e-10]]","[258, 264, 271, 277, 283, 289, 296, 302, 307, 313, 320, 326, 332, 339, 345]",140.0
minim,0.841309,11,283,236,342,256,"[['11', 1.0], ['12', 4.7883984e-12], ['10', 3.982463e-12]]","[258, 264, 271, 277, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",137.0
semibreve,0.777832,12,315,256,346,278,"[['12', 0.9999907], ['13', 5.196164e-06], ['11', 4.0473788e-06]]","[258, 264, 271, 277, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",140.0
semibreve rest,0.628906,,271,277,342,292,[],"[258, 264, 271, 277, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",147.0
semibreve rest,0.605957,,266,294,331,307,[],"[258, 264, 271, 277, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",131.0
minim rest,0.588867,,263,304,333,316,[],"[258, 264, 271, 277, 284, 290, 295, 301, 307, 313, 320, 326, 332, 339, 345]",138.0
minim,0.843262,5,251,315,309,337,"[['5', 1.0], ['6', 9.687967e-13], ['11', 2.854891e-16]]","[258, 264, 271, 277, 284, 290, 296, 302, 307, 313, 320, 326, 332, 339, 345]",135.0
minim,0.820312,8,266,337,326,357,"[['8', 0.9999989], ['7', 9.949144e-07], ['3', 1.8765503e-08]]","[258, 264, 271, 277, 284, 290, 296, 302, 308, 314, 320, 326, 332, 339, 345]",139.0
minim,0.819824,5,253,355,308,373,"[['5', 0.99997985], ['6', 2.0108359e-05], ['11', 9.890838e-09]]","[258, 264, 271, 277, 284, 290, 296, 302, 308, 314, 321, 327, 333, 340, 346]",138.0
point,0.346924,,260,359,304,378,[],"[258, 264, 271, 277, 284, 290, 295, 301, 308, 314, 321, 327, 333, 340, 346]",134.0
point,0.799805,,273,366,294,381,[],"[258, 264, 271, 277, 284, 290, 295, 301, 308, 314, 320, 326, 332, 339, 345]",132.0
semiminim,0.827148,6,256,377,313,394,"[['6', 0.99999976], ['7', 2.5764467e-07], ['12', 4.787149e-11]]","[257, 263, 270, 276, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",138.0
semiminim,0.868652,7,261,392,320,410,"[['7', 1.0], ['6', 7.5676604e-11], ['8', 1.0844153e-12]]","[257, 263, 270, 276, 283, 289, 296, 302, 307, 313, 320, 326, 332, 339, 345]",137.0
semiminim,0.885254,8,265,410,326,427,"[['8', 0.9999988], ['7', 1.052025e-06], ['9', 8.7767006e-08]]","[257, 263, 270, 276, 283, 289, 296, 302, 308, 314, 321, 327, 333, 340, 346]",129.0
semibreve,0.864746,7,281,426,320,448,"[['7', 1.0], ['8', 2.9975525e-10], ['1', 3.5287526e-11]]","[257, 263, 270, 276, 283, 289, 295, 301, 307, 313, 320, 326, 332, 339, 345]",149.0
minim rest,0.650391,,260,447,334,459,[],"[258, 264, 271, 277, 283, 289, 296, 302, 308, 314, 320, 326, 332, 339, 345]",170.0
minim,0.828613,5,252,457,308,477,"[['5', 1.0], ['6', 1.8256412e-10], ['11', 1.569636e-15]]","[258, 264, 271, 277, 284, 290, 296, 302, 308, 314, 321, 327, 333, 340, 346]",147.0
minim,0.825684,7,260,475,320,493,"[['7', 1.0], ['8', 2.3411067e-08], ['6', 1.1567765e-08]]","[258, 264, 271, 277, 284, 290, 296, 302, 308, 314, 321, 327, 333, 340, 346]",148.0
semibreve,0.855469,5,273,490,308,510,"[['5', 1.0], ['6', 5.7586084e-12], ['4', 5.654787e-14]]","[258, 264, 271, 277, 284, 290, 296, 302, 308, 314, 321, 327, 333, 340, 346]",144.0
minim,0.836426,6,256,510,315,530,"[['6', 0.9996362], ['7', 0.0003636876], ['12', 7.781375e-08]]","[258, 264, 271, 277, 284, 290, 297, 303, 308, 314, 321, 327, 333, 340, 346]",148.0
semibreve,0.869629,5,272,529,310,549,"[['5', 1.0], ['6', 8.537114e-14], ['4', 1.5975892e-20]]","[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",148.0
point,0.148315,,278,546,306,552,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",103.0
semibreve,0.810059,5,271,549,311,569,"[['5', 1.0], ['6', 1.1804717e-12], ['4', 2.7091044e-19]]","[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",141.0
point,0.165161,,271,549,309,570,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",141.0
point,0.811035,,275,560,295,574,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",138.0
point,0.811035,,275,560,295,574,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",138.0
semiminim,0.854492,6,260,570,315,588,"[['6', 1.0], ['5', 1.0351901e-13], ['7', 1.3102549e-15]]","[259, 265, 272, 278, 284, 290, 297, 303, 309, 315, 322, 328, 334, 341, 347]",141.0
semiminim,0.825195,7,262,589,323,607,"[['7', 1.0], ['6', 1.8097661e-10], ['8', 1.7834175e-11]]","[259, 265, 272, 278, 285, 291, 298, 304, 309, 315, 322, 328, 334, 341, 347]",141.0
breve,0.827148,7,286,606,318,630,"[['7', 1.0], ['8', 6.4408624e-13], ['9', 1.2385117e-20]]","[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",148.0
longa rest,0.673828,,270,626,336,638,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",143.0
longa rest,0.544434,,270,636,335,647,[],"[259, 265, 272, 278, 285, 291, 297, 303, 309, 315, 322, 328, 334, 341, 347]",150.0
minim rest,0.632324,,270,645,336,657,[],"[259, 265, 272, 278, 285, 291, 298, 304, 309, 315, 322, 328, 334, 341, 347]",157.0
semibreve,0.859863,7,284,656,324,678,"[['7', 1.0], ['8', 1.8215264e-10], ['3', 3.6287493e-13]]","[259, 265, 272, 278, 285, 291, 298, 304, 310, 316, 323, 329, 335, 342, 348]",152.0
minim,0.823242,7,265,675,325,695,"[['7', 0.99999833], ['8', 1.4527011e-06], ['6', 1.8003288e-07]]","[260, 266, 273, 279, 285, 291, 298, 304, 310, 316, 323, 329, 335, 342, 348]",146.0
semibreve,0.862305,5,273,695,310,714,"[['5', 1.0], ['6', 1.36157885e-08], ['2', 1.0924353e-15]]","[260, 266, 273, 279, 286, 292, 298, 304, 310, 316, 322, 328, 334, 341, 347]",152.0
