label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.819824,3,544,123,599,146,[0.99],"[540, 546, 552, 558, 565, 571, 577, 583, 589, 595, 602, 608, 614, 620, 626]",126.0
semiminim,0.835449,12,572,151,630,170,"[['12', 1.0], ['13', 1.8341365e-10], ['6', 2.1003502e-14]]","[541, 547, 553, 559, 565, 571, 577, 583, 589, 595, 602, 608, 614, 620, 626]",126.0
semiminim,0.865234,11,567,171,626,189,"[['11', 1.0], ['12', 2.9519498e-08], ['10', 1.2944426e-10]]","[541, 547, 553, 559, 566, 572, 578, 584, 590, 596, 602, 608, 614, 620, 626]",122.0
semiminim,0.87793,10,561,189,620,207,"[['10', 0.9999863], ['11', 1.2712209e-05], ['9', 9.0269566e-07]]","[541, 547, 553, 559, 566, 572, 578, 584, 590, 596, 603, 609, 615, 621, 627]",121.0
semiminim,0.862305,9,554,208,615,226,"[['9', 0.99999976], ['8', 1.7995607e-07], ['10', 1.3818364e-08]]","[541, 547, 553, 559, 566, 572, 578, 584, 590, 596, 603, 609, 615, 621, 627]",128.0
semibreve,0.850098,8,572,227,609,248,"[['8', 1.0], ['7', 4.0865852e-10], ['4', 8.19427e-12]]","[542, 548, 554, 560, 566, 572, 578, 584, 590, 596, 603, 609, 615, 621, 627]",130.0
minim,0.827148,12,574,247,631,266,"[['12', 0.9980421], ['13', 0.0018529143], ['7', 8.9646936e-05]]","[542, 548, 554, 560, 566, 572, 578, 584, 591, 597, 603, 609, 615, 621, 627]",138.0
colored semibreve,0.812988,10,585,263,622,285,"[['10', 1.0], ['11', 3.434085e-09], ['9', 3.6253696e-15]]","[542, 548, 554, 560, 567, 573, 579, 585, 591, 597, 603, 609, 615, 621, 627]",129.0
semiminim,0.859863,9,555,281,615,300,"[['9', 0.99999976], ['10', 1.6731651e-07], ['8', 1.0880809e-07]]","[542, 548, 554, 560, 567, 573, 579, 585, 591, 597, 603, 609, 615, 621, 627]",128.0
semibreve,0.85498,8,572,301,611,323,"[['8', 1.0], ['7', 5.6342542e-11], ['9', 1.1718803e-11]]","[542, 548, 554, 560, 567, 573, 579, 585, 591, 597, 604, 610, 616, 622, 628]",135.0
breve,0.838379,9,581,323,614,347,"[['9', 1.0], ['10', 1.8619932e-10], ['8', 4.0839378e-13]]","[543, 549, 555, 561, 567, 573, 579, 585, 591, 597, 604, 610, 616, 622, 628]",135.0
longa rest,0.728027,,554,345,624,359,[],"[543, 549, 555, 561, 567, 573, 579, 585, 592, 598, 604, 610, 616, 622, 628]",126.0
semibreve rest,0.688477,,555,356,624,369,[],"[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",138.0
semibreve,0.832031,8,572,369,612,390,"[['8', 1.0], ['7', 3.7074024e-11], ['4', 1.3988329e-11]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",138.0
point,0.829102,,581,383,602,399,[],"[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 605, 611, 617, 623, 629]",128.0
semiminim,0.85498,9,557,397,617,415,"[['9', 0.9999895], ['8', 1.0206974e-05], ['10', 2.3820948e-07]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 605, 611, 617, 623, 629]",123.0
semiminim,0.859375,10,564,414,622,431,"[['10', 0.9999994], ['11', 3.323267e-07], ['9', 2.0505045e-07]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",123.0
point,0.144653,,571,433,627,451,[],"[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",132.0
minim,0.808105,11,570,433,626,451,"[['11', 0.9999871], ['12', 1.1855128e-05], ['10', 9.838313e-07]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",132.0
point,0.796387,,595,444,616,459,[],"[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",135.0
semiminim,0.832031,10,564,457,624,475,"[['10', 0.9995484], ['11', 0.00043332812], ['9', 1.7731598e-05]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 604, 610, 616, 622, 628]",132.0
minim,0.871094,9,558,476,616,495,"[['9', 0.9998229], ['8', 0.00017641552], ['10', 4.94875e-07]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 605, 611, 617, 623, 629]",139.0
minim,0.851562,8,554,497,611,517,"[['8', 0.99999964], ['7', 1.8829883e-07], ['3', 1.0465048e-07]]","[543, 549, 555, 561, 568, 574, 580, 586, 592, 598, 605, 611, 617, 623, 629]",137.0
semibreve,0.856934,7,567,518,606,541,"[['7', 0.9999999], ['1', 7.700653e-08], ['8', 6.982414e-09]]","[544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617, 623, 629]",132.0
longa,0.868164,8,576,540,631,566,"[['8', 0.9995254], ['9', 0.00047454136], ['7', 4.7520507e-16]]","[544, 550, 556, 562, 568, 574, 581, 587, 593, 599, 605, 611, 617, 623, 629]",149.0
semibreve rest,0.76123,,555,567,624,581,[],"[544, 550, 556, 562, 569, 575, 581, 587, 593, 599, 605, 611, 617, 623, 629]",130.0
semibreve,0.832031,8,576,580,614,601,"[['8', 1.0], ['7', 8.430653e-11], ['9', 4.4251526e-11]]","[545, 551, 557, 563, 569, 575, 582, 588, 594, 600, 606, 612, 618, 624, 630]",141.0
minim,0.766602,12,580,597,631,615,"[['12', 0.9999999], ['11', 1.3723869e-07], ['7', 2.5784317e-08]]","[546, 552, 558, 564, 570, 576, 582, 588, 594, 600, 606, 612, 618, 624, 630]",140.0
point,0.780762,,611,609,629,623,[],"[546, 552, 558, 564, 570, 576, 583, 589, 595, 601, 607, 613, 619, 625, 631]",139.0
point,0.780762,,611,609,629,623,[],"[546, 552, 558, 564, 571, 577, 583, 589, 595, 601, 608, 614, 620, 626, 632]",135.0
semiminim,0.859375,11,571,620,630,639,"[['11', 0.99999654], ['12', 3.440487e-06], ['10', 4.264279e-09]]","[546, 552, 558, 564, 571, 577, 583, 589, 595, 601, 608, 614, 620, 626, 632]",135.0
minim,0.850586,10,566,641,627,661,"[['10', 0.9995702], ['11', 0.00039459352], ['9', 2.4951269e-05]]","[547, 553, 559, 565, 571, 577, 583, 589, 596, 602, 608, 614, 620, 626, 632]",145.0
minim,0.835938,7,548,674,609,693,"[['7', 0.9999783], ['6', 1.9650575e-05], ['8', 2.073351e-06]]","[547, 553, 559, 565, 571, 577, 584, 590, 596, 602, 608, 614, 620, 626, 632]",148.0
point,0.1604,,549,674,610,693,[],"[547, 553, 559, 565, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",148.0
point,0.819824,,573,685,595,700,[],"[547, 553, 559, 565, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",137.0
point,0.200562,,561,691,606,709,[],"[547, 553, 559, 565, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",137.0
semiminim,0.862305,8,556,697,613,714,"[['8', 0.9999995], ['7', 2.0680481e-07], ['9', 1.5060989e-07]]","[547, 553, 559, 565, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",140.0
minim,0.84375,9,560,715,622,734,"[['9', 0.99999917], ['10', 6.959063e-07], ['8', 1.3224411e-07]]","[548, 554, 560, 566, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",145.0
minim,0.85791,10,566,737,626,757,"[['10', 0.9999925], ['11', 4.549683e-06], ['9', 2.9064008e-06]]","[548, 554, 560, 566, 572, 578, 584, 590, 596, 602, 609, 615, 621, 627, 633]",146.0
minim,0.859863,11,573,759,630,780,"[['11', 0.9999938], ['12', 3.837307e-06], ['10', 2.3877424e-06]]","[548, 554, 560, 566, 572, 578, 585, 591, 597, 603, 609, 615, 621, 627, 633]",142.0
semibreve,0.847656,10,591,783,627,807,"[['10', 0.9999999], ['11', 1.0859848e-07], ['9', 6.577286e-13]]","[548, 554, 560, 566, 573, 579, 585, 591, 597, 603, 609, 615, 621, 627, 633]",131.0
breve,0.824219,11,601,805,631,831,"[['11', 0.9997571], ['10', 0.00014343341], ['12', 9.9179706e-05]]","[548, 554, 560, 566, 573, 579, 585, 591, 597, 603, 610, 616, 622, 628, 634]",141.0
longa rest,0.706055,,561,827,630,842,[],"[549, 555, 561, 567, 573, 579, 585, 591, 598, 604, 610, 616, 622, 628, 634]",141.0
custos,0.497559,,579,839,613,865,[],"[549, 555, 561, 567, 573, 579, 586, 592, 598, 604, 610, 616, 622, 628, 634]",151.0
