label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.757324,5,947,133,1013,166,[0.99],"[942, 947, 953, 958, 965, 970, 977, 982, 986, 991, 996, 1001, 1006, 1012, 1017]",124.0
flat,0.805664,3,965,159,1012,173,"[['3', 0.9997272], ['12', 0.00019077878], ['13', 8.1181635e-05]]","[946, 951, 957, 962, 969, 974, 978, 983, 991, 996, 1001, 1006, 1011, 1017, 1022]",134.0
minim,0.803711,5,959,172,1021,191,"[['5', 0.98562706], ['11', 0.014343695], ['12', 2.2866096e-05]]","[947, 952, 958, 963, 970, 975, 981, 986, 993, 998, 1003, 1008, 1013, 1019, 1024]",143.0
point,0.783203,,962,184,981,198,[],"[949, 954, 960, 965, 971, 976, 983, 988, 994, 999, 1004, 1009, 1014, 1020, 1025]",137.0
semiminim,0.850098,6,965,195,1024,212,"[['6', 0.99999726], ['7', 2.685509e-06], ['5', 1.0156866e-08]]","[950, 955, 961, 966, 973, 978, 984, 989, 995, 1000, 1006, 1011, 1016, 1022, 1027]",135.0
semiminim,0.87207,7,952,214,1011,232,"[['7', 0.99672383], ['8', 0.0032761935], ['6', 4.6034416e-09]]","[952, 957, 963, 968, 975, 980, 986, 991, 997, 1002, 1008, 1013, 1018, 1024, 1029]",131.0
semiminim,0.869141,9,955,233,1019,251,"[['9', 0.9961234], ['8', 0.0038602592], ['10', 1.2738806e-05]]","[953, 958, 964, 969, 976, 981, 988, 993, 999, 1004, 1009, 1014, 1019, 1025, 1030]",135.0
semibreve,0.838867,7,975,250,1014,273,"[['7', 0.9999918], ['8', 8.186854e-06], ['3', 7.7920387e-10]]","[954, 959, 965, 970, 977, 982, 989, 994, 1000, 1005, 1011, 1016, 1021, 1027, 1032]",146.0
point,0.113098,,994,268,1012,280,[],"[955, 960, 966, 971, 978, 983, 989, 994, 1001, 1006, 1011, 1016, 1021, 1027, 1032]",143.0
minim,0.849121,8,958,273,1019,293,"[['8', 0.99999976], ['9', 2.8197113e-07], ['3', 6.2859615e-09]]","[955, 960, 966, 971, 978, 983, 990, 995, 1001, 1006, 1012, 1017, 1022, 1028, 1033]",138.0
semibreve,0.87207,8,980,294,1021,317,"[['8', 0.9687335], ['9', 0.03126379], ['4', 2.740422e-06]]","[956, 961, 967, 972, 979, 984, 990, 995, 1002, 1007, 1012, 1017, 1022, 1028, 1033]",150.0
minim,0.842285,11,962,318,1027,339,"[['11', 0.6654924], ['10', 0.30301037], ['3', 0.031223902]]","[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1013, 1018, 1023, 1029, 1034]",146.0
semibreve,0.870605,8,981,340,1023,365,"[['8', 0.9999995], ['1', 3.8624472e-07], ['9', 1.4050948e-07]]","[957, 962, 968, 973, 980, 985, 991, 996, 1003, 1008, 1013, 1018, 1023, 1029, 1034]",146.0
breve,0.841309,11,997,365,1035,393,"[['11', 0.9999825], ['12', 1.7482407e-05], ['10', 5.1581303e-13]]","[957, 962, 968, 973, 980, 985, 991, 996, 1003, 1008, 1013, 1018, 1023, 1029, 1034]",144.0
minim,0.834473,10,960,394,1026,416,"[['10', 0.89850104], ['3', 0.053080637], ['9', 0.041578192]]","[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1013, 1018, 1023, 1029, 1034]",148.0
point,0.827148,,989,408,1014,426,[],"[956, 961, 967, 972, 979, 984, 991, 996, 1002, 1007, 1013, 1018, 1023, 1029, 1034]",142.0
semiminim,0.846191,8,960,429,1020,449,"[['8', 0.9999999], ['9', 7.338434e-08], ['3', 5.5442563e-08]]","[956, 961, 967, 972, 979, 984, 991, 996, 1001, 1006, 1012, 1017, 1022, 1028, 1033]",149.0
semibreve,0.821289,7,974,453,1015,476,"[['7', 0.9998909], ['8', 0.00010707975], ['1', 8.5730323e-07]]","[956, 961, 967, 972, 978, 983, 990, 995, 1001, 1006, 1012, 1017, 1022, 1028, 1033]",156.0
point,0.816895,,978,468,1000,485,[],"[955, 960, 966, 971, 978, 983, 990, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1032]",153.0
minim,0.846191,11,969,482,1032,503,"[['11', 0.9867215], ['12', 0.01316369], ['13', 0.00010637263]]","[955, 960, 966, 971, 978, 983, 989, 994, 1000, 1005, 1011, 1016, 1021, 1027, 1032]",155.0
semibreve,0.869629,7,973,501,1013,525,"[['7', 0.9902706], ['8', 0.009729348], ['4', 1.2759345e-08]]","[954, 959, 965, 970, 977, 982, 989, 994, 1000, 1005, 1010, 1015, 1020, 1026, 1031]",149.0
longa,0.514648,11,984,530,1037,556,"[['11', 0.89067817], ['12', 0.109321855], ['10', 6.887954e-10]]","[954, 959, 965, 970, 977, 982, 988, 993, 999, 1004, 1010, 1015, 1020, 1026, 1031]",151.0
fermata,0.385742,,962,533,1006,559,[],"[954, 959, 965, 970, 977, 982, 988, 993, 999, 1004, 1010, 1015, 1020, 1026, 1031]",157.0
barline,0.788574,,970,553,1039,570,[],"[953, 958, 964, 969, 976, 981, 988, 993, 999, 1004, 1009, 1014, 1019, 1025, 1030]",150.0
